game_id,pokemon_id,form_id,method,pokemon_move_list_id
1,121,1,machine,218
1,122,1,level,219
1,122,1,machine,220
1,123,1,level,221
1,123,1,machine,222
1,124,1,level,223
1,124,1,machine,224
1,125,1,level,225
1,125,1,machine,226
1,126,1,level,227
1,126,1,machine,228
1,127,1,level,229
1,127,1,machine,230
1,128,1,level,231
1,128,1,machine,232
1,129,1,level,233
1,130,1,level,234
1,130,1,machine,235
1,131,1,level,236
1,131,1,machine,237
1,132,1,level,238
1,133,1,level,239
1,133,1,machine,240
1,134,1,level,241
1,134,1,machine,242
1,135,1,level,243
1,135,1,machine,244
1,136,1,level,245
1,136,1,machine,246
1,137,1,level,247
1,137,1,machine,248
1,138,1,level,249
1,138,1,machine,250
1,139,1,level,251
1,139,1,machine,252
1,140,1,level,253
1,140,1,machine,250
1,141,1,level,254
1,141,1,machine,255
1,142,1,level,256
1,142,1,machine,257
1,143,1,level,258
1,143,1,machine,259
1,144,1,level,260
1,144,1,machine,261
1,145,1,level,262
1,145,1,machine,263
1,146,1,level,264
1,146,1,machine,265
1,147,1,level,266
1,147,1,machine,267
1,148,1,level,268
1,148,1,machine,269
1,149,1,level,270
1,149,1,machine,271
1,150,1,level,272
1,150,1,machine,273
1,151,1,level,274
1,151,1,machine,275
2,1,1,level,1
2,1,1,machine,2
2,2,1,level,3
2,2,1,machine,2
2,3,1,level,4
2,3,1,machine,5
2,4,1,level,6
2,4,1,machine,7
2,5,1,level,8
2,5,1,machine,7
2,6,1,level,9
2,6,1,machine,10
2,7,1,level,11
2,7,1,machine,12
2,8,1,level,13
2,8,1,machine,12
2,9,1,level,14
2,9,1,machine,15
2,10,1,level,16
2,11,1,level,17
2,12,1,level,18
2,12,1,machine,19
2,13,1,level,20
2,14,1,level,17
2,15,1,level,21
2,15,1,machine,22
2,16,1,level,23
2,16,1,machine,24
2,17,1,level,25
2,17,1,machine,24
2,18,1,level,26
2,18,1,machine,27
2,19,1,level,28
2,19,1,machine,29
2,20,1,level,30
2,20,1,machine,31
2,21,1,level,32
2,21,1,machine,33
2,22,1,level,34
2,22,1,machine,35
2,23,1,level,36
2,23,1,machine,37
2,24,1,level,38
2,24,1,machine,39
2,25,1,level,40
2,25,1,stadium_surf,42
2,25,1,machine,41
2,26,1,level,43
2,26,1,machine,44
2,27,1,level,45
2,27,1,machine,46
2,28,1,level,47
2,28,1,machine,48
2,29,1,level,49
2,29,1,machine,50
2,30,1,level,51
2,30,1,machine,52
2,31,1,level,53
2,31,1,machine,54
2,32,1,level,55
2,32,1,machine,56
2,33,1,level,57
2,33,1,machine,52
2,34,1,level,58
2,34,1,machine,54
2,35,1,level,59
2,35,1,machine,60
2,36,1,level,61
2,36,1,machine,62
2,37,1,level,63
2,37,1,machine,64
2,38,1,level,65
2,38,1,machine,66
2,39,1,level,67
2,39,1,machine,68
2,40,1,level,69
2,40,1,machine,70
2,41,1,level,71
2,41,1,machine,72
2,42,1,level,73
2,42,1,machine,74
2,43,1,level,75
2,43,1,machine,76
2,44,1,level,77
2,44,1,machine,76
2,45,1,level,78
2,45,1,machine,5
2,46,1,level,79
2,46,1,machine,80
2,47,1,level,81
2,47,1,machine,82
2,48,1,level,83
2,48,1,machine,84
2,49,1,level,85
2,49,1,machine,19
2,50,1,level,86
2,50,1,machine,87
2,51,1,level,88
2,51,1,machine,89
2,52,1,level,90
2,52,1,machine,91
2,53,1,level,92
2,53,1,machine,93
2,54,1,level,94
2,54,1,machine,95
2,55,1,level,96
2,55,1,machine,97
2,56,1,level,98
2,56,1,machine,99
2,57,1,level,100
2,57,1,machine,101
2,58,1,level,102
2,58,1,machine,103
2,59,1,level,104
2,59,1,machine,105
2,60,1,level,106
2,60,1,machine,107
2,61,1,level,108
2,61,1,machine,109
2,62,1,level,110
2,62,1,machine,111
2,63,1,level,112
2,63,1,machine,113
2,64,1,level,114
2,64,1,machine,115
2,65,1,level,114
2,65,1,machine,116
2,66,1,level,117
2,66,1,machine,118
2,67,1,level,119
2,67,1,machine,118
2,68,1,level,119
2,68,1,machine,120
2,69,1,level,121
2,69,1,machine,76
2,70,1,level,122
2,70,1,machine,76
2,71,1,level,123
2,71,1,machine,5
2,72,1,level,124
2,72,1,machine,125
2,73,1,level,126
2,73,1,machine,127
2,74,1,level,128
2,74,1,machine,129
2,75,1,level,130
2,75,1,machine,129
2,76,1,level,130
2,76,1,machine,131
2,77,1,level,132
2,77,1,machine,133
2,78,1,level,134
2,78,1,machine,135
2,79,1,level,136
2,79,1,machine,137
2,80,1,level,138
2,80,1,machine,139
2,81,1,level,140
2,81,1,machine,141
2,82,1,level,142
2,82,1,machine,143
2,83,1,level,144
2,83,1,machine,145
2,84,1,level,146
2,84,1,machine,147
2,85,1,level,148
2,85,1,machine,149
2,86,1,level,150
2,86,1,machine,151
2,87,1,level,152
2,87,1,machine,153
2,88,1,level,154
2,88,1,machine,155
2,89,1,level,156
2,89,1,machine,157
2,90,1,level,158
2,90,1,machine,159
2,91,1,level,160
2,91,1,machine,161
2,92,1,level,162
2,92,1,machine,163
2,93,1,level,164
2,93,1,machine,163
2,94,1,level,164
2,94,1,machine,165
2,95,1,level,166
2,95,1,machine,167
2,96,1,level,168
2,96,1,machine,169
2,97,1,level,170
2,97,1,machine,171
2,98,1,level,172
2,98,1,machine,173
2,99,1,level,174
2,99,1,machine,175
2,100,1,level,176
2,100,1,machine,177
2,101,1,level,178
2,101,1,machine,179
2,102,1,level,180
2,102,1,machine,181
2,103,1,level,182
2,103,1,machine,183
2,104,1,level,184
2,104,1,machine,185
2,105,1,level,186
2,105,1,machine,187
2,106,1,level,188
2,106,1,machine,189
2,107,1,level,190
2,107,1,machine,189
2,108,1,level,191
2,108,1,machine,192
2,109,1,level,193
2,109,1,machine,194
2,110,1,level,195
2,110,1,machine,196
2,111,1,level,197
2,111,1,machine,198
2,112,1,level,199
2,112,1,machine,200
2,113,1,level,201
2,113,1,machine,202
2,114,1,level,203
2,114,1,machine,204
2,115,1,level,205
2,115,1,machine,206
2,116,1,level,207
2,116,1,machine,208
2,117,1,level,209
2,117,1,machine,210
2,118,1,level,211
2,118,1,machine,212
2,119,1,level,213
2,119,1,machine,214
2,120,1,level,215
2,120,1,machine,216
2,121,1,level,217
2,121,1,machine,218
2,122,1,level,219
2,122,1,machine,220
2,123,1,level,221
2,123,1,machine,222
2,124,1,level,223
2,124,1,machine,224
2,125,1,level,225
2,125,1,machine,226
2,126,1,level,227
2,126,1,machine,228
2,127,1,level,229
2,127,1,machine,230
2,128,1,level,231
2,128,1,machine,232
2,129,1,level,233
2,130,1,level,234
2,130,1,machine,235
2,131,1,level,236
2,131,1,machine,237
2,132,1,level,238
2,133,1,level,239
2,133,1,machine,240
2,134,1,level,241
2,134,1,machine,242
2,135,1,level,243
2,135,1,machine,244
2,136,1,level,245
2,136,1,machine,246
2,137,1,level,247
2,137,1,machine,248
2,138,1,level,249
2,138,1,machine,250
2,139,1,level,251
2,139,1,machine,252
2,140,1,level,253
2,140,1,machine,250
2,141,1,level,254
2,141,1,machine,255
2,142,1,level,256
2,142,1,machine,257
2,143,1,level,258
2,143,1,machine,259
2,144,1,level,260
2,144,1,machine,261
2,145,1,level,262
2,145,1,machine,263
2,146,1,level,264
2,146,1,machine,265
2,147,1,level,266
2,147,1,machine,267
2,148,1,level,268
2,148,1,machine,269
2,149,1,level,270
2,149,1,machine,271
2,150,1,level,272
2,150,1,machine,273
2,151,1,level,274
2,151,1,machine,275
3,1,1,level,1
3,1,1,machine,2
3,2,1,level,3
3,2,1,machine,2
3,3,1,level,4
3,3,1,machine,5
3,4,1,level,6
3,4,1,machine,7
3,5,1,level,8
3,5,1,machine,7
3,6,1,level,9
3,6,1,machine,276
3,7,1,level,11
3,7,1,machine,12
3,8,1,level,13
3,8,1,machine,12
3,9,1,level,14
3,9,1,machine,15
3,10,1,level,16
3,11,1,level,277
3,12,1,level,278
3,12,1,machine,279
3,13,1,level,20
3,14,1,level,17
3,15,1,level,21
3,15,1,machine,22
3,16,1,level,23
3,16,1,machine,24
3,17,1,level,25
3,17,1,machine,24
3,18,1,level,26
3,18,1,machine,27
3,19,1,level,28
3,19,1,machine,29
3,20,1,level,30
3,20,1,machine,31
3,21,1,level,32
3,21,1,machine,33
3,22,1,level,34
3,22,1,machine,35
3,23,1,level,36
3,23,1,machine,37
3,24,1,level,38
3,24,1,machine,39
3,25,1,level,280
3,25,1,stadium_surf,42
3,25,1,machine,41
3,26,1,level,43
3,26,1,machine,44
3,27,1,level,45
3,27,1,machine,46
3,28,1,level,47
3,28,1,machine,48
3,29,1,level,281
3,29,1,machine,50
3,30,1,level,282
3,30,1,machine,52
3,31,1,level,283
3,31,1,machine,54
3,32,1,level,284
3,32,1,machine,56
3,33,1,level,285
3,33,1,machine,52
3,34,1,level,286
3,34,1,machine,54
3,35,1,level,59
3,35,1,machine,60
3,36,1,level,61
3,36,1,machine,62
3,37,1,level,63
3,37,1,machine,64
3,38,1,level,65
3,38,1,machine,66
3,39,1,level,67
3,39,1,machine,68
3,40,1,level,69
3,40,1,machine,70
3,41,1,level,71
3,41,1,machine,72
3,42,1,level,73
3,42,1,machine,74
3,43,1,level,75
3,43,1,machine,76
3,44,1,level,77
3,44,1,machine,76
3,45,1,level,78
3,45,1,machine,5
3,46,1,level,79
3,46,1,machine,80
3,47,1,level,81
3,47,1,machine,82
3,48,1,level,287
3,48,1,machine,288
3,49,1,level,289
3,49,1,machine,279
3,50,1,level,86
3,50,1,machine,290
3,51,1,level,88
3,51,1,machine,291
3,52,1,level,90
3,52,1,machine,91
3,53,1,level,92
3,53,1,machine,93
3,54,1,level,94
3,54,1,machine,95
3,55,1,level,96
3,55,1,machine,97
3,56,1,level,292
3,56,1,machine,99
3,57,1,level,293
3,57,1,machine,101
3,58,1,level,102
3,58,1,machine,103
3,59,1,level,104
3,59,1,machine,105
3,60,1,level,106
3,60,1,machine,107
3,61,1,level,108
3,61,1,machine,109
3,62,1,level,110
3,62,1,machine,111
3,63,1,level,112
3,63,1,machine,113
3,64,1,level,294
3,64,1,machine,115
3,65,1,level,294
3,65,1,machine,116
3,66,1,level,117
3,66,1,machine,118
3,67,1,level,119
3,67,1,machine,118
3,68,1,level,119
3,68,1,machine,120
3,69,1,level,121
3,69,1,machine,76
3,70,1,level,122
3,70,1,machine,76
3,71,1,level,123
3,71,1,machine,5
3,72,1,level,124
3,72,1,machine,125
3,73,1,level,126
3,73,1,machine,127
3,74,1,level,128
3,74,1,machine,129
3,75,1,level,130
3,75,1,machine,129
3,76,1,level,130
3,76,1,machine,131
3,77,1,level,132
3,77,1,machine,133
3,78,1,level,134
3,78,1,machine,135
3,79,1,level,136
3,79,1,machine,137
3,80,1,level,138
3,80,1,machine,139
3,81,1,level,140
3,81,1,machine,141
3,82,1,level,142
3,82,1,machine,143
3,83,1,level,144
3,83,1,machine,145
3,84,1,level,146
3,84,1,machine,147
3,85,1,level,148
3,85,1,machine,149
3,86,1,level,150
3,86,1,machine,151
3,87,1,level,152
3,87,1,machine,153
3,88,1,level,154
3,88,1,machine,155
3,89,1,level,156
3,89,1,machine,157
3,90,1,level,158
3,90,1,machine,159
3,91,1,level,160
3,91,1,machine,161
3,92,1,level,162
3,92,1,machine,163
3,93,1,level,164
3,93,1,machine,163
3,94,1,level,164
3,94,1,machine,165
3,95,1,level,166
3,95,1,machine,167
3,96,1,level,168
3,96,1,machine,169
3,97,1,level,170
3,97,1,machine,171
3,98,1,level,172
3,98,1,machine,173
3,99,1,level,174
3,99,1,machine,175
3,100,1,level,176
3,100,1,machine,177
3,101,1,level,178
3,101,1,machine,179
3,102,1,level,180
3,102,1,machine,181
3,103,1,level,182
3,103,1,machine,183
3,104,1,level,295
3,104,1,machine,185
3,105,1,level,296
3,105,1,machine,187
3,106,1,level,188
3,106,1,machine,189
3,107,1,level,190
3,107,1,machine,189
3,108,1,level,191
3,108,1,machine,192
3,109,1,level,193
3,109,1,machine,194
3,110,1,level,195
3,110,1,machine,196
3,111,1,level,197
3,111,1,machine,198
3,112,1,level,199
3,112,1,machine,200
3,113,1,level,297
3,113,1,machine,202
3,114,1,level,298
3,114,1,machine,204
3,115,1,level,205
3,115,1,machine,206
3,116,1,level,207
3,116,1,machine,208
3,117,1,level,209
3,117,1,machine,210
3,118,1,level,211
3,118,1,machine,212
3,119,1,level,213
3,119,1,machine,214
3,120,1,level,215
3,120,1,machine,216
3,121,1,level,217
3,121,1,machine,218
3,122,1,level,219
3,122,1,machine,220
3,123,1,level,299
3,123,1,machine,222
3,124,1,level,223
3,124,1,machine,224
3,125,1,level,225
3,125,1,machine,226
3,126,1,level,227
3,126,1,machine,228
3,127,1,level,300
3,127,1,machine,230
3,128,1,level,231
3,128,1,machine,232
3,129,1,level,233
3,130,1,level,301
3,130,1,machine,235
3,131,1,level,236
3,131,1,machine,237
3,132,1,level,238
3,133,1,level,302
3,133,1,machine,240
3,134,1,level,303
3,134,1,machine,242
3,135,1,level,304
3,135,1,machine,244
3,136,1,level,305
3,136,1,machine,246
3,137,1,level,247
3,137,1,machine,248
3,138,1,level,249
3,138,1,machine,250
3,139,1,level,251
3,139,1,machine,252
3,140,1,level,253
3,140,1,machine,250
3,141,1,level,254
3,141,1,machine,306
3,142,1,level,256
3,142,1,machine,257
3,143,1,level,258
3,143,1,machine,259
3,144,1,level,260
3,144,1,machine,261
3,145,1,level,262
3,145,1,machine,263
3,146,1,level,264
3,146,1,machine,265
3,147,1,level,266
3,147,1,machine,267
3,148,1,level,268
3,148,1,machine,269
3,149,1,level,270
3,149,1,machine,271
3,150,1,level,272
3,150,1,machine,307
3,151,1,level,274
3,151,1,machine,275
4,1,1,level,308
4,1,1,egg,309
4,1,1,machine,310
4,2,1,level,311
4,2,1,machine,310
4,3,1,level,312
4,3,1,machine,313
4,4,1,level,314
4,4,1,egg,315
4,4,1,machine,316
4,5,1,level,317
4,5,1,machine,316
4,6,1,level,318
4,6,1,machine,319
4,7,1,level,320
4,7,1,egg,321
4,7,1,machine,322
4,8,1,level,323
4,8,1,machine,322
4,9,1,level,324
4,9,1,machine,325
4,10,1,level,16
4,11,1,level,277
4,12,1,level,326
4,12,1,machine,327
4,13,1,level,20
4,14,1,level,277
4,15,1,level,328
4,15,1,machine,329
4,16,1,level,330
4,16,1,egg,331
4,16,1,machine,332
4,17,1,level,333
4,17,1,machine,332
4,18,1,level,334
4,18,1,machine,335
4,19,1,level,336
4,19,1,egg,337
4,19,1,machine,338
4,20,1,level,339
4,20,1,machine,340
4,21,1,level,341
4,21,1,egg,342
4,21,1,machine,332
4,22,1,level,343
4,22,1,machine,335
4,23,1,level,344
4,23,1,egg,345
4,23,1,machine,346
4,24,1,level,347
4,24,1,machine,348
4,25,1,level,280
4,25,1,machine,349
4,26,1,level,350
4,26,1,machine,351
4,27,1,level,352
4,27,1,egg,353
4,27,1,machine,354
4,28,1,level,355
4,28,1,machine,356
4,29,1,level,281
4,29,1,egg,357
4,29,1,machine,358
4,30,1,level,359
4,30,1,machine,360
4,31,1,level,361
4,31,1,machine,362
4,32,1,level,284
4,32,1,egg,363
4,32,1,machine,358
4,33,1,level,364
4,33,1,machine,360
4,34,1,level,365
4,34,1,machine,362
4,35,1,level,366
4,35,1,machine,367
4,36,1,level,368
4,36,1,machine,369
4,37,1,level,370
4,37,1,egg,371
4,37,1,machine,372
4,38,1,level,373
4,38,1,machine,374
4,39,1,level,375
4,39,1,machine,376
4,40,1,level,69
4,40,1,machine,377
4,41,1,level,378
4,41,1,egg,379
4,41,1,machine,380
4,42,1,level,381
4,42,1,machine,382
4,43,1,level,383
4,43,1,egg,384
4,43,1,machine,385
4,44,1,level,386
4,44,1,machine,385
4,45,1,level,387
4,45,1,machine,388
4,46,1,level,389
4,46,1,egg,390
4,46,1,machine,391
4,47,1,level,392
4,47,1,machine,393
4,48,1,level,394
4,48,1,egg,395
4,48,1,machine,396
4,49,1,level,397
4,49,1,machine,398
4,50,1,level,399
4,50,1,egg,400
4,50,1,machine,401
4,51,1,level,402
4,51,1,machine,403
4,52,1,level,404
4,52,1,egg,405
4,52,1,machine,406
4,53,1,level,407
4,53,1,machine,408
4,54,1,level,409
4,54,1,egg,410
4,54,1,machine,411
4,55,1,level,412
4,55,1,machine,413
4,56,1,level,414
4,56,1,egg,415
4,56,1,machine,416
4,57,1,level,417
4,57,1,machine,418
4,58,1,level,419
4,58,1,egg,420
4,58,1,machine,421
4,59,1,level,422
4,59,1,machine,423
4,60,1,level,424
4,60,1,egg,425
4,60,1,machine,426
4,61,1,level,427
4,61,1,machine,428
4,62,1,level,429
4,62,1,machine,430
4,63,1,level,112
4,63,1,egg,431
4,63,1,machine,432
4,64,1,level,433
4,64,1,machine,434
4,65,1,level,433
4,65,1,machine,435
4,66,1,level,436
4,66,1,egg,437
4,66,1,machine,438
4,67,1,level,439
4,67,1,machine,438
4,68,1,level,439
4,68,1,machine,440
4,69,1,level,441
4,69,1,egg,442
4,69,1,machine,385
4,70,1,level,443
4,70,1,machine,385
4,71,1,level,444
4,71,1,machine,388
4,72,1,level,445
4,72,1,egg,446
4,72,1,machine,447
4,73,1,level,448
4,73,1,machine,449
4,74,1,level,450
4,74,1,egg,451
4,74,1,machine,452
4,75,1,level,453
4,75,1,machine,452
4,76,1,level,454
4,76,1,machine,455
4,77,1,level,456
4,77,1,egg,457
4,77,1,machine,458
4,78,1,level,459
4,78,1,machine,460
4,79,1,level,461
4,79,1,egg,462
4,79,1,machine,463
4,80,1,level,464
4,80,1,machine,465
4,81,1,level,466
4,81,1,machine,467
4,82,1,level,468
4,82,1,machine,469
4,83,1,level,470
4,83,1,egg,471
4,83,1,machine,472
4,84,1,level,473
4,84,1,egg,474
4,84,1,machine,475
4,85,1,level,476
4,85,1,machine,477
4,86,1,level,478
4,86,1,egg,479
4,86,1,machine,480
4,87,1,level,481
4,87,1,machine,482
4,88,1,level,483
4,88,1,egg,484
4,88,1,machine,485
4,89,1,level,486
4,89,1,machine,487
4,90,1,level,488
4,90,1,egg,489
4,90,1,machine,490
4,91,1,level,491
4,91,1,machine,492
4,92,1,level,493
4,92,1,egg,494
4,92,1,machine,495
4,93,1,level,496
4,93,1,machine,495
4,94,1,level,496
4,94,1,machine,497
4,95,1,level,498
4,95,1,egg,499
4,95,1,machine,500
4,96,1,level,501
4,96,1,egg,502
4,96,1,machine,503
4,97,1,level,504
4,97,1,machine,505
4,98,1,level,506
4,98,1,egg,507
4,98,1,machine,508
4,99,1,level,509
4,99,1,machine,510
4,100,1,level,511
4,100,1,machine,512
4,101,1,level,513
4,101,1,machine,514
4,102,1,level,515
4,102,1,egg,516
4,102,1,machine,517
4,103,1,level,518
4,103,1,machine,519
4,104,1,level,520
4,104,1,egg,521
4,104,1,machine,522
4,105,1,level,523
4,105,1,machine,524
4,106,1,level,525
4,106,1,machine,526
4,107,1,level,527
4,107,1,machine,528
4,108,1,level,529
4,108,1,egg,530
4,108,1,machine,531
4,109,1,level,532
4,109,1,egg,533
4,109,1,machine,534
4,110,1,level,535
4,110,1,machine,536
4,111,1,level,537
4,111,1,egg,538
4,111,1,machine,539
4,112,1,level,540
4,112,1,machine,541
4,113,1,level,542
4,113,1,egg,543
4,113,1,machine,544
4,114,1,level,545
4,114,1,egg,546
4,114,1,machine,547
4,115,1,level,548
4,115,1,egg,549
4,115,1,machine,550
4,116,1,level,551
4,116,1,egg,552
4,116,1,machine,553
4,117,1,level,554
4,117,1,machine,555
4,118,1,level,556
4,118,1,egg,557
4,118,1,machine,558
4,119,1,level,559
4,119,1,machine,560
4,120,1,level,561
4,120,1,egg,562
4,120,1,machine,563
4,121,1,level,564
4,121,1,machine,565
4,122,1,level,566
4,122,1,egg,567
4,122,1,machine,568
4,123,1,level,569
4,123,1,egg,570
4,123,1,machine,571
4,124,1,level,572
4,124,1,machine,573
4,125,1,level,574
4,125,1,machine,575
4,126,1,level,576
4,126,1,machine,577
4,127,1,level,578
4,127,1,egg,579
4,127,1,machine,580
4,128,1,level,581
4,128,1,machine,582
4,129,1,level,583
4,130,1,level,584
4,130,1,machine,585
4,131,1,level,586
4,131,1,egg,587
4,131,1,machine,588
4,132,1,level,238
4,133,1,level,302
4,133,1,egg,589
4,133,1,machine,590
4,134,1,level,591
4,134,1,machine,592
4,135,1,level,593
4,135,1,machine,594
4,136,1,level,595
4,136,1,machine,596
4,137,1,level,597
4,137,1,machine,598
4,138,1,level,599
4,138,1,egg,600
4,138,1,machine,601
4,139,1,level,602
4,139,1,machine,603
4,140,1,level,604
4,140,1,egg,605
4,140,1,machine,606
4,141,1,level,607
4,141,1,machine,608
4,142,1,level,609
4,142,1,egg,610
4,142,1,machine,611
4,143,1,level,612
4,143,1,egg,613
4,143,1,machine,614
4,144,1,level,615
4,144,1,machine,616
4,145,1,level,617
4,145,1,machine,618
4,146,1,level,619
4,146,1,machine,620
4,147,1,level,621
4,147,1,egg,622
4,147,1,machine,623
4,148,1,level,624
4,148,1,machine,623
4,149,1,level,625
4,149,1,machine,626
4,150,1,level,627
4,150,1,machine,628
4,151,1,level,629
4,151,1,machine,630
4,152,1,level,631
4,152,1,egg,632
4,152,1,machine,633
4,153,1,level,634
4,153,1,machine,635
4,154,1,level,636
4,154,1,machine,637
4,155,1,level,638
4,155,1,egg,639
4,155,1,machine,640
4,156,1,level,641
4,156,1,machine,642
4,157,1,level,643
4,157,1,machine,644
4,158,1,level,645
4,158,1,egg,646
4,158,1,machine,647
4,159,1,level,648
4,159,1,machine,649
4,160,1,level,650
4,160,1,machine,651
4,161,1,level,652
4,161,1,egg,653
4,161,1,machine,654
4,162,1,level,655
4,162,1,machine,656
4,163,1,level,657
4,163,1,egg,658
4,163,1,machine,659
4,164,1,level,660
4,164,1,machine,661
4,165,1,level,662
4,165,1,egg,663
4,165,1,machine,664
4,166,1,level,665
4,166,1,machine,666
4,167,1,level,667
4,167,1,egg,668
4,167,1,machine,669
4,168,1,level,670
4,168,1,machine,671
4,169,1,level,381
4,169,1,machine,672
4,170,1,level,673
4,170,1,egg,674
4,170,1,machine,675
4,171,1,level,676
4,171,1,machine,677
4,172,1,level,678
4,172,1,egg,679
4,172,1,machine,680
4,173,1,level,681
4,173,1,egg,682
4,173,1,machine,683
4,174,1,level,684
4,174,1,egg,685
4,174,1,machine,686
4,175,1,level,687
4,175,1,egg,688
4,175,1,machine,689
4,176,1,level,687
4,176,1,machine,690
4,177,1,level,691
4,177,1,egg,692
4,177,1,machine,693
4,178,1,level,694
4,178,1,machine,695
4,179,1,level,696
4,179,1,egg,697
4,179,1,machine,698
4,180,1,level,699
4,180,1,machine,700
4,181,1,level,701
4,181,1,machine,702
4,182,1,level,703
4,182,1,machine,704
4,183,1,level,705
4,183,1,egg,706
4,183,1,machine,707
