game_id,pokemon_id,form_id,ability_id,slot
7,310,1,31,ability_2
7,311,1,57,ability_1
7,312,1,58,ability_1
7,313,1,35,ability_1
7,313,1,68,ability_2
7,314,1,12,ability_1
7,315,1,30,ability_1
7,315,1,38,ability_2
7,316,1,60,ability_2
7,316,1,64,ability_1
7,317,1,60,ability_2
7,317,1,64,ability_1
7,318,1,24,ability_1
7,319,1,24,ability_1
7,320,1,12,ability_2
7,320,1,41,ability_1
7,321,1,12,ability_2
7,321,1,41,ability_1
7,322,1,12,ability_1
7,323,1,40,ability_1
7,324,1,73,ability_1
7,325,1,20,ability_2
7,325,1,47,ability_1
7,326,1,20,ability_2
7,326,1,47,ability_1
7,327,1,20,ability_1
7,328,1,52,ability_1
7,328,1,71,ability_2
7,329,1,26,ability_1
7,330,1,26,ability_1
7,331,1,8,ability_1
7,332,1,8,ability_1
7,333,1,30,ability_1
7,334,1,30,ability_1
7,335,1,17,ability_1
7,336,1,61,ability_1
7,337,1,26,ability_1
7,338,1,26,ability_1
7,339,1,12,ability_1
7,340,1,12,ability_1
7,341,1,52,ability_1
7,341,1,75,ability_2
7,342,1,52,ability_1
7,342,1,75,ability_2
7,343,1,26,ability_1
7,344,1,26,ability_1
7,345,1,21,ability_1
7,346,1,21,ability_1
7,347,1,4,ability_1
7,348,1,4,ability_1
7,349,1,33,ability_1
7,350,1,63,ability_1
7,351,1,59,ability_1
7,351,2,59,ability_1
7,351,3,59,ability_1
7,351,4,59,ability_1
7,352,1,16,ability_1
7,353,1,15,ability_1
7,354,1,15,ability_1
7,355,1,26,ability_1
7,356,1,46,ability_1
7,357,1,34,ability_1
7,358,1,26,ability_1
7,359,1,46,ability_1
7,360,1,23,ability_1
7,361,1,39,ability_1
7,362,1,39,ability_1
7,363,1,47,ability_1
7,364,1,47,ability_1
7,365,1,47,ability_1
7,366,1,75,ability_1
7,367,1,33,ability_1
7,368,1,33,ability_1
7,369,1,33,ability_1
7,369,1,69,ability_2
7,370,1,33,ability_1
7,371,1,69,ability_1
7,372,1,69,ability_1
7,373,1,22,ability_1
7,374,1,29,ability_1
7,375,1,29,ability_1
7,376,1,29,ability_1
7,377,1,29,ability_1
7,378,1,29,ability_1
7,379,1,29,ability_1
7,380,1,26,ability_1
7,381,1,26,ability_1
7,382,1,2,ability_1
7,383,1,70,ability_1
7,384,1,76,ability_1
7,385,1,32,ability_1
7,386,1,46,ability_1
8,1,1,65,ability_1
8,2,1,65,ability_1
8,3,1,65,ability_1
8,4,1,66,ability_1
8,5,1,66,ability_1
8,6,1,66,ability_1
8,7,1,67,ability_1
8,8,1,67,ability_1
8,9,1,67,ability_1
8,10,1,19,ability_1
8,11,1,61,ability_1
8,12,1,14,ability_1
8,13,1,19,ability_1
8,14,1,61,ability_1
8,15,1,68,ability_1
8,16,1,51,ability_1
8,17,1,51,ability_1
8,18,1,51,ability_1
8,19,1,50,ability_1
8,19,1,62,ability_2
8,20,1,50,ability_1
8,20,1,62,ability_2
8,21,1,51,ability_1
8,22,1,51,ability_1
8,23,1,22,ability_1
8,23,1,61,ability_2
8,24,1,22,ability_1
8,24,1,61,ability_2
8,25,1,9,ability_1
8,26,1,9,ability_1
8,27,1,8,ability_1
8,28,1,8,ability_1
8,29,1,38,ability_1
8,30,1,38,ability_1
8,31,1,38,ability_1
8,32,1,38,ability_1
8,33,1,38,ability_1
8,34,1,38,ability_1
8,35,1,56,ability_1
8,36,1,56,ability_1
8,37,1,18,ability_1
8,38,1,18,ability_1
8,39,1,56,ability_1
8,40,1,56,ability_1
8,41,1,39,ability_1
8,42,1,39,ability_1
8,43,1,34,ability_1
8,44,1,34,ability_1
8,45,1,34,ability_1
8,46,1,27,ability_1
8,47,1,27,ability_1
8,48,1,14,ability_1
8,49,1,19,ability_1
8,50,1,8,ability_1
8,50,1,71,ability_2
8,51,1,8,ability_1
8,51,1,71,ability_2
8,52,1,53,ability_1
8,53,1,7,ability_1
8,54,1,6,ability_1
8,54,1,13,ability_2
8,55,1,6,ability_1
8,55,1,13,ability_2
8,56,1,72,ability_1
8,57,1,72,ability_1
8,58,1,18,ability_2
8,58,1,22,ability_1
8,59,1,18,ability_2
8,59,1,22,ability_1
8,60,1,6,ability_2
8,60,1,11,ability_1
8,61,1,6,ability_2
8,61,1,11,ability_1
8,62,1,6,ability_2
8,62,1,11,ability_1
8,63,1,28,ability_1
8,63,1,39,ability_2
8,64,1,28,ability_1
8,64,1,39,ability_2
8,65,1,28,ability_1
8,65,1,39,ability_2
8,66,1,62,ability_1
8,67,1,62,ability_1
8,68,1,62,ability_1
8,69,1,34,ability_1
8,70,1,34,ability_1
8,71,1,34,ability_1
8,72,1,29,ability_1
8,72,1,64,ability_2
8,73,1,29,ability_1
8,73,1,64,ability_2
8,74,1,5,ability_2
8,74,1,69,ability_1
8,75,1,5,ability_2
8,75,1,69,ability_1
8,76,1,5,ability_2
8,76,1,69,ability_1
8,77,1,18,ability_2
8,77,1,50,ability_1
8,78,1,18,ability_2
8,78,1,50,ability_1
8,79,1,12,ability_1
8,79,1,20,ability_2
8,80,1,12,ability_1
8,80,1,20,ability_2
8,81,1,5,ability_2
8,81,1,42,ability_1
8,82,1,5,ability_2
8,82,1,42,ability_1
8,83,1,39,ability_2
8,83,1,51,ability_1
8,84,1,48,ability_2
8,84,1,50,ability_1
8,85,1,48,ability_2
8,85,1,50,ability_1
8,86,1,47,ability_1
8,87,1,47,ability_1
8,88,1,1,ability_1
8,88,1,60,ability_2
8,89,1,1,ability_1
8,89,1,60,ability_2
8,90,1,75,ability_1
8,91,1,75,ability_1
8,92,1,26,ability_1
8,93,1,26,ability_1
8,94,1,26,ability_1
8,95,1,5,ability_2
8,95,1,69,ability_1
8,96,1,15,ability_1
8,97,1,15,ability_1
8,98,1,52,ability_1
8,98,1,75,ability_2
8,99,1,52,ability_1
8,99,1,75,ability_2
8,100,1,9,ability_2
8,100,1,43,ability_1
8,101,1,9,ability_2
8,101,1,43,ability_1
8,102,1,34,ability_1
8,103,1,34,ability_1
8,104,1,31,ability_2
8,104,1,69,ability_1
8,105,1,31,ability_2
8,105,1,69,ability_1
8,106,1,7,ability_1
8,107,1,51,ability_1
8,108,1,12,ability_2
8,108,1,20,ability_1
8,109,1,26,ability_1
8,110,1,26,ability_1
8,111,1,31,ability_1
8,111,1,69,ability_2
8,112,1,31,ability_1
8,112,1,69,ability_2
8,113,1,30,ability_1
8,113,1,32,ability_2
8,114,1,34,ability_1
8,115,1,48,ability_1
8,116,1,33,ability_1
8,117,1,38,ability_1
8,118,1,33,ability_1
8,118,1,41,ability_2
8,119,1,33,ability_1
8,119,1,41,ability_2
8,120,1,30,ability_2
8,120,1,35,ability_1
8,121,1,30,ability_2
8,121,1,35,ability_1
8,122,1,43,ability_1
8,123,1,68,ability_1
8,124,1,12,ability_1
8,125,1,9,ability_1
8,126,1,49,ability_1
8,127,1,52,ability_1
8,128,1,22,ability_1
8,129,1,33,ability_1
8,130,1,22,ability_1
8,131,1,11,ability_1
8,131,1,75,ability_2
8,132,1,7,ability_1
8,133,1,50,ability_1
8,134,1,11,ability_1
8,135,1,10,ability_1
8,136,1,18,ability_1
8,137,1,36,ability_1
8,138,1,33,ability_1
8,138,1,75,ability_2
8,139,1,33,ability_1
8,139,1,75,ability_2
8,140,1,4,ability_2
8,140,1,33,ability_1
8,141,1,4,ability_2
8,141,1,33,ability_1
8,142,1,46,ability_2
8,142,1,69,ability_1
8,143,1,17,ability_1
8,143,1,47,ability_2
8,144,1,46,ability_1
8,145,1,46,ability_1
8,146,1,46,ability_1
8,147,1,61,ability_1
8,148,1,61,ability_1
8,149,1,39,ability_1
8,150,1,46,ability_1
8,151,1,28,ability_1
8,152,1,65,ability_1
8,153,1,65,ability_1
8,154,1,65,ability_1
8,155,1,66,ability_1
8,156,1,66,ability_1
8,157,1,66,ability_1
8,158,1,67,ability_1
8,159,1,67,ability_1
8,160,1,67,ability_1
8,161,1,50,ability_1
8,161,1,51,ability_2
8,162,1,50,ability_1
8,162,1,51,ability_2
8,163,1,15,ability_1
8,163,1,51,ability_2
8,164,1,15,ability_1
8,164,1,51,ability_2
8,165,1,48,ability_2
8,165,1,68,ability_1
8,166,1,48,ability_2
8,166,1,68,ability_1
8,167,1,15,ability_2
8,167,1,68,ability_1
8,168,1,15,ability_2
8,168,1,68,ability_1
8,169,1,39,ability_1
8,170,1,10,ability_1
8,170,1,35,ability_2
8,171,1,10,ability_1
8,171,1,35,ability_2
8,172,1,9,ability_1
8,173,1,56,ability_1
8,174,1,56,ability_1
8,175,1,32,ability_2
8,175,1,55,ability_1
8,176,1,32,ability_2
8,176,1,55,ability_1
8,177,1,28,ability_1
8,177,1,48,ability_2
8,178,1,28,ability_1
8,178,1,48,ability_2
8,179,1,9,ability_1
8,180,1,9,ability_1
8,181,1,9,ability_1
8,182,1,34,ability_1
8,183,1,37,ability_2
8,183,1,47,ability_1
8,184,1,37,ability_2
8,184,1,47,ability_1
8,185,1,5,ability_1
8,185,1,69,ability_2
8,186,1,6,ability_2
8,186,1,11,ability_1
8,187,1,34,ability_1
8,188,1,34,ability_1
8,189,1,34,ability_1
8,190,1,50,ability_1
8,190,1,53,ability_2
8,191,1,34,ability_1
8,192,1,34,ability_1
8,193,1,3,ability_1
8,193,1,14,ability_2
8,194,1,6,ability_1
8,194,1,11,ability_2
8,195,1,6,ability_1
8,195,1,11,ability_2
8,196,1,28,ability_1
8,197,1,28,ability_1
8,198,1,15,ability_1
8,199,1,12,ability_1
8,199,1,20,ability_2
8,200,1,26,ability_1
8,201,1,26,ability_1
8,201,2,26,ability_1
8,201,3,26,ability_1
8,201,4,26,ability_1
8,201,5,26,ability_1
8,201,6,26,ability_1
8,201,7,26,ability_1
8,201,8,26,ability_1
8,201,9,26,ability_1
8,201,10,26,ability_1
8,201,11,26,ability_1
8,201,12,26,ability_1
8,201,13,26,ability_1
8,201,14,26,ability_1
8,201,15,26,ability_1
8,201,16,26,ability_1
8,201,17,26,ability_1
8,201,18,26,ability_1
8,201,19,26,ability_1
8,201,20,26,ability_1
8,201,21,26,ability_1
8,201,22,26,ability_1
8,201,23,26,ability_1
8,201,24,26,ability_1
8,201,25,26,ability_1
8,201,26,26,ability_1
8,201,27,26,ability_1
8,201,28,26,ability_1
8,202,1,23,ability_1
8,203,1,39,ability_1
8,203,1,48,ability_2
8,204,1,5,ability_1
8,205,1,5,ability_1
8,206,1,32,ability_1
8,206,1,50,ability_2
8,207,1,8,ability_2
8,207,1,52,ability_1
8,208,1,5,ability_2
8,208,1,69,ability_1
8,209,1,22,ability_1
8,209,1,50,ability_2
8,210,1,22,ability_1
8,211,1,33,ability_2
8,211,1,38,ability_1
8,212,1,68,ability_1
8,213,1,5,ability_1
8,214,1,62,ability_2
8,214,1,68,ability_1
8,215,1,39,ability_1
8,215,1,51,ability_2
8,216,1,53,ability_1
8,217,1,62,ability_1
8,218,1,40,ability_1
8,218,1,49,ability_2
8,219,1,40,ability_1
8,219,1,49,ability_2
8,220,1,12,ability_1
8,221,1,12,ability_1
8,222,1,30,ability_2
8,222,1,55,ability_1
8,223,1,55,ability_1
8,224,1,21,ability_1
8,225,1,55,ability_2
8,225,1,72,ability_1
8,226,1,11,ability_2
8,226,1,33,ability_1
8,227,1,5,ability_2
8,227,1,51,ability_1
8,228,1,18,ability_2
8,228,1,48,ability_1
8,229,1,18,ability_2
8,229,1,48,ability_1
8,230,1,33,ability_1
8,231,1,53,ability_1
8,232,1,5,ability_1
8,233,1,36,ability_1
8,234,1,22,ability_1
8,235,1,20,ability_1
8,236,1,62,ability_1
8,237,1,22,ability_1
8,238,1,12,ability_1
8,239,1,9,ability_1
8,240,1,49,ability_1
8,241,1,47,ability_1
8,242,1,30,ability_1
8,242,1,32,ability_2
8,243,1,46,ability_1
8,244,1,46,ability_1
8,245,1,46,ability_1
8,246,1,62,ability_1
8,247,1,61,ability_1
8,248,1,45,ability_1
8,249,1,46,ability_1
8,250,1,46,ability_1
8,251,1,30,ability_1
8,252,1,65,ability_1
8,253,1,65,ability_1
8,254,1,65,ability_1
8,255,1,66,ability_1
8,256,1,66,ability_1
8,257,1,66,ability_1
8,258,1,67,ability_1
8,259,1,67,ability_1
8,260,1,67,ability_1
8,261,1,50,ability_1
8,262,1,22,ability_1
8,263,1,53,ability_1
8,264,1,53,ability_1
8,265,1,19,ability_1
8,266,1,61,ability_1
8,267,1,68,ability_1
8,268,1,61,ability_1
8,269,1,19,ability_1
8,270,1,33,ability_1
8,270,1,44,ability_2
8,271,1,33,ability_1
8,271,1,44,ability_2
8,272,1,33,ability_1
8,272,1,44,ability_2
8,273,1,34,ability_1
8,273,1,48,ability_2
8,274,1,34,ability_1
8,274,1,48,ability_2
8,275,1,34,ability_1
8,275,1,48,ability_2
8,276,1,62,ability_1
8,277,1,62,ability_1
8,278,1,51,ability_1
8,279,1,51,ability_1
8,280,1,28,ability_1
8,280,1,36,ability_2
8,281,1,28,ability_1
8,281,1,36,ability_2
8,282,1,28,ability_1
8,282,1,36,ability_2
8,283,1,33,ability_1
8,284,1,22,ability_1
8,285,1,27,ability_1
8,286,1,27,ability_1
8,287,1,54,ability_1
8,288,1,72,ability_1
8,289,1,54,ability_1
8,290,1,14,ability_1
8,291,1,3,ability_1
8,292,1,25,ability_1
8,293,1,43,ability_1
8,294,1,43,ability_1
8,295,1,43,ability_1
8,296,1,47,ability_1
8,296,1,62,ability_2
8,297,1,47,ability_1
8,297,1,62,ability_2
8,298,1,37,ability_2
8,298,1,47,ability_1
8,299,1,5,ability_1
8,299,1,42,ability_2
8,300,1,56,ability_1
8,301,1,56,ability_1
8,302,1,51,ability_1
8,303,1,22,ability_2
8,303,1,52,ability_1
8,304,1,5,ability_1
8,304,1,69,ability_2
8,305,1,5,ability_1
8,305,1,69,ability_2
8,306,1,5,ability_1
8,306,1,69,ability_2
8,307,1,74,ability_1
8,308,1,74,ability_1
8,309,1,9,ability_1
8,309,1,31,ability_2
8,310,1,9,ability_1
8,310,1,31,ability_2
8,311,1,57,ability_1
8,312,1,58,ability_1
8,313,1,35,ability_1
8,313,1,68,ability_2
8,314,1,12,ability_1
8,315,1,30,ability_1
8,315,1,38,ability_2
8,316,1,60,ability_2
8,316,1,64,ability_1
8,317,1,60,ability_2
8,317,1,64,ability_1
8,318,1,24,ability_1
8,319,1,24,ability_1
8,320,1,12,ability_2
8,320,1,41,ability_1
8,321,1,12,ability_2
8,321,1,41,ability_1
8,322,1,12,ability_1
8,323,1,40,ability_1
8,324,1,73,ability_1
8,325,1,20,ability_2
8,325,1,47,ability_1
8,326,1,20,ability_2
8,326,1,47,ability_1
8,327,1,20,ability_1
8,328,1,52,ability_1
8,328,1,71,ability_2
8,329,1,26,ability_1
8,330,1,26,ability_1
8,331,1,8,ability_1
8,332,1,8,ability_1
8,333,1,30,ability_1
8,334,1,30,ability_1
8,335,1,17,ability_1
8,336,1,61,ability_1
8,337,1,26,ability_1
8,338,1,26,ability_1
8,339,1,12,ability_1
8,340,1,12,ability_1
8,341,1,52,ability_1
8,341,1,75,ability_2
8,342,1,52,ability_1
8,342,1,75,ability_2
8,343,1,26,ability_1
8,344,1,26,ability_1
8,345,1,21,ability_1
8,346,1,21,ability_1
8,347,1,4,ability_1
8,348,1,4,ability_1
8,349,1,33,ability_1
8,350,1,63,ability_1
8,351,1,59,ability_1
8,351,2,59,ability_1
8,351,3,59,ability_1
8,351,4,59,ability_1
8,352,1,16,ability_1
8,353,1,15,ability_1
8,354,1,15,ability_1
8,355,1,26,ability_1
8,356,1,46,ability_1
8,357,1,34,ability_1
8,358,1,26,ability_1
8,359,1,46,ability_1
8,360,1,23,ability_1
8,361,1,39,ability_1
8,362,1,39,ability_1
8,363,1,47,ability_1
8,364,1,47,ability_1
8,365,1,47,ability_1
8,366,1,75,ability_1
8,367,1,33,ability_1
8,368,1,33,ability_1
8,369,1,33,ability_1
8,369,1,69,ability_2
8,370,1,33,ability_1
8,371,1,69,ability_1
8,372,1,69,ability_1
8,373,1,22,ability_1
8,374,1,29,ability_1
8,375,1,29,ability_1
8,376,1,29,ability_1
8,377,1,29,ability_1
