generation_id,pokemon_id,form_id
2,147,1
2,148,1
2,149,1
2,150,1
2,151,1
2,152,1
2,153,1
2,154,1
2,155,1
2,156,1
2,157,1
2,158,1
2,159,1
2,160,1
2,161,1
2,162,1
2,163,1
2,164,1
2,165,1
2,166,1
2,167,1
2,168,1
2,169,1
2,170,1
2,171,1
2,172,1
2,173,1
2,174,1
2,175,1
2,176,1
2,177,1
2,178,1
2,179,1
2,180,1
2,181,1
2,182,1
2,183,1
2,184,1
2,185,1
2,186,1
2,187,1
2,188,1
2,189,1
2,190,1
2,191,1
2,192,1
2,193,1
2,194,1
2,195,1
2,196,1
2,197,1
2,198,1
2,199,1
2,200,1
2,201,1
2,201,2
2,201,3
2,201,4
2,201,5
2,201,6
2,201,7
2,201,8
2,201,9
2,201,10
2,201,11
2,201,12
2,201,13
2,201,14
2,201,15
2,201,16
2,201,17
2,201,18
2,201,19
2,201,20
2,201,21
2,201,22
2,201,23
2,201,24
2,201,25
2,201,26
2,202,1
2,203,1
2,204,1
2,205,1
2,206,1
2,207,1
2,208,1
2,209,1
2,210,1
2,211,1
2,212,1
2,213,1
2,214,1
2,215,1
2,216,1
2,217,1
2,218,1
2,219,1
2,220,1
2,221,1
2,222,1
2,223,1
2,224,1
2,225,1
2,226,1
2,227,1
2,228,1
2,229,1
2,230,1
2,231,1
2,232,1
2,233,1
2,234,1
2,235,1
2,236,1
2,237,1
2,238,1
2,239,1
2,240,1
2,241,1
2,242,1
2,243,1
2,244,1
2,245,1
2,246,1
2,247,1
2,248,1
2,249,1
2,250,1
2,251,1
3,1,1
3,2,1
3,3,1
3,4,1
3,5,1
3,6,1
3,7,1
3,8,1
3,9,1
3,10,1
3,11,1
3,12,1
3,13,1
3,14,1
3,15,1
3,16,1
3,17,1
3,18,1
3,19,1
3,20,1
3,21,1
3,22,1
3,23,1
3,24,1
3,25,1
3,26,1
3,27,1
3,28,1
3,29,1
3,30,1
3,31,1
3,32,1
3,33,1
3,34,1
3,35,1
3,36,1
3,37,1
3,38,1
3,39,1
3,40,1
3,41,1
3,42,1
3,43,1
3,44,1
3,45,1
3,46,1
3,47,1
3,48,1
3,49,1
3,50,1
3,51,1
3,52,1
3,53,1
3,54,1
3,55,1
3,56,1
3,57,1
3,58,1
3,59,1
3,60,1
3,61,1
3,62,1
3,63,1
3,64,1
3,65,1
3,66,1
3,67,1
3,68,1
3,69,1
3,70,1
3,71,1
3,72,1
3,73,1
3,74,1
3,75,1
3,76,1
3,77,1
3,78,1
3,79,1
3,80,1
3,81,1
3,82,1
3,83,1
3,84,1
3,85,1
3,86,1
3,87,1
3,88,1
3,89,1
3,90,1
3,91,1
3,92,1
3,93,1
3,94,1
3,95,1
3,96,1
3,97,1
3,98,1
3,99,1
3,100,1
3,101,1
3,102,1
3,103,1
3,104,1
3,105,1
3,106,1
3,107,1
3,108,1
3,109,1
3,110,1
3,111,1
3,112,1
3,113,1
3,114,1
3,115,1
3,116,1
3,117,1
3,118,1
3,119,1
3,120,1
3,121,1
3,122,1
3,123,1
3,124,1
3,125,1
3,126,1
3,127,1
3,128,1
3,129,1
3,130,1
3,131,1
3,132,1
3,133,1
3,134,1
3,135,1
3,136,1
3,137,1
3,138,1
3,139,1
3,140,1
3,141,1
3,142,1
3,143,1
3,144,1
3,145,1
3,146,1
3,147,1
3,148,1
3,149,1
3,150,1
3,151,1
3,152,1
3,153,1
3,154,1
3,155,1
3,156,1
3,157,1
3,158,1
3,159,1
3,160,1
3,161,1
3,162,1
3,163,1
3,164,1
3,165,1
3,166,1
3,167,1
3,168,1
3,169,1
3,170,1
3,171,1
3,172,1
3,173,1
3,174,1
3,175,1
3,176,1
3,177,1
3,178,1
3,179,1
3,180,1
3,181,1
3,182,1
3,183,1
3,184,1
3,185,1
3,186,1
3,187,1
3,188,1
3,189,1
3,190,1
3,191,1
3,192,1
3,193,1
3,194,1
3,195,1
3,196,1
3,197,1
3,198,1
3,199,1
3,200,1
3,201,1
3,201,2
3,201,3
3,201,4
3,201,5
3,201,6
3,201,7
3,201,8
3,201,9
3,201,10
3,201,11
3,201,12
3,201,13
3,201,14
3,201,15
3,201,16
3,201,17
3,201,18
3,201,19
3,201,20
3,201,21
3,201,22
3,201,23
3,201,24
3,201,25
3,201,26
3,201,27
3,201,28
3,202,1
3,203,1
3,204,1
3,205,1
3,206,1
3,207,1
3,208,1
3,209,1
3,210,1
3,211,1
3,212,1
3,213,1
3,214,1
3,215,1
3,216,1
3,217,1
3,218,1
3,219,1
3,220,1
3,221,1
3,222,1
3,223,1
3,224,1
3,225,1
3,226,1
3,227,1
3,228,1
3,229,1
3,230,1
3,231,1
3,232,1
3,233,1
3,234,1
3,235,1
3,236,1
3,237,1
3,238,1
3,239,1
3,240,1
3,241,1
3,242,1
3,243,1
3,244,1
3,245,1
3,246,1
3,247,1
3,248,1
3,249,1
3,250,1
3,251,1
3,252,1
3,253,1
3,254,1
3,255,1
3,256,1
3,257,1
3,258,1
3,259,1
3,260,1
3,261,1
3,262,1
3,263,1
3,264,1
3,265,1
3,266,1
3,267,1
3,268,1
3,269,1
3,270,1
3,271,1
3,272,1
3,273,1
3,274,1
3,275,1
3,276,1
3,277,1
3,278,1
3,279,1
3,280,1
3,281,1
3,282,1
3,283,1
3,284,1
3,285,1
3,286,1
3,287,1
3,288,1
3,289,1
3,290,1
3,291,1
3,292,1
3,293,1
3,294,1
3,295,1
3,296,1
3,297,1
3,298,1
3,299,1
3,300,1
3,301,1
3,302,1
3,303,1
3,304,1
3,305,1
3,306,1
3,307,1
3,308,1
3,309,1
3,310,1
3,311,1
3,312,1
3,313,1
3,314,1
3,315,1
3,316,1
3,317,1
3,318,1
3,319,1
3,320,1
3,321,1
3,322,1
3,323,1
3,324,1
3,325,1
3,326,1
3,327,1
3,328,1
3,329,1
3,330,1
3,331,1
3,332,1
3,333,1
3,334,1
3,335,1
3,336,1
3,337,1
3,338,1
3,339,1
3,340,1
3,341,1
3,342,1
3,343,1
3,344,1
3,345,1
3,346,1
3,347,1
3,348,1
3,349,1
3,350,1
3,351,1
3,351,2
3,351,3
3,351,4
3,352,1
3,353,1
3,354,1
3,355,1
3,356,1
3,357,1
3,358,1
3,359,1
3,360,1
3,361,1
3,362,1
3,363,1
3,364,1
3,365,1
3,366,1
3,367,1
3,368,1
3,369,1
3,370,1
3,371,1
3,372,1
3,373,1
3,374,1
3,375,1
3,376,1
3,377,1
3,378,1
3,379,1
3,380,1
3,381,1
3,382,1
3,383,1
3,384,1
3,385,1
3,386,1
3,386,2
3,386,3
3,386,4
4,1,1
4,2,1
4,3,1
4,4,1
4,5,1
4,6,1
4,7,1
4,8,1
4,9,1
4,10,1
4,11,1
4,12,1
4,13,1
4,14,1
4,15,1
4,16,1
4,17,1
4,18,1
4,19,1
4,20,1
4,21,1
4,22,1
4,23,1
4,24,1
4,25,1
4,26,1
4,27,1
4,28,1
4,29,1
4,30,1
4,31,1
4,32,1
4,33,1
4,34,1
4,35,1
4,36,1
4,37,1
4,38,1
4,39,1
4,40,1
4,41,1
4,42,1
4,43,1
4,44,1
4,45,1
4,46,1
4,47,1
4,48,1
4,49,1
4,50,1
4,51,1
4,52,1
4,53,1
4,54,1
4,55,1
4,56,1
4,57,1
4,58,1
4,59,1
4,60,1
4,61,1
4,62,1
4,63,1
4,64,1
4,65,1
4,66,1
4,67,1
4,68,1
4,69,1
4,70,1
4,71,1
4,72,1
4,73,1
4,74,1
4,75,1
4,76,1
4,77,1
4,78,1
4,79,1
4,80,1
4,81,1
4,82,1
4,83,1
4,84,1
4,85,1
4,86,1
4,87,1
4,88,1
4,89,1
4,90,1
4,91,1
4,92,1
4,93,1
4,94,1
4,95,1
4,96,1
4,97,1
4,98,1
4,99,1
4,100,1
4,101,1
4,102,1
4,103,1
4,104,1
4,105,1
4,106,1
4,107,1
4,108,1
4,109,1
4,110,1
4,111,1
4,112,1
4,113,1
4,114,1
4,115,1
4,116,1
4,117,1
4,118,1
4,119,1
4,120,1
4,121,1
4,122,1
4,123,1
4,124,1
4,125,1
4,126,1
4,127,1
4,128,1
4,129,1
4,130,1
4,131,1
4,132,1
4,133,1
4,134,1
4,135,1
4,136,1
4,137,1
4,138,1
4,139,1
4,140,1
4,141,1
4,142,1
4,143,1
4,144,1
4,145,1
4,146,1
4,147,1
4,148,1
4,149,1
4,150,1
4,151,1
4,152,1
4,153,1
4,154,1
4,155,1
4,156,1
4,157,1
4,158,1
4,159,1
4,160,1
4,161,1
4,162,1
4,163,1
4,164,1
4,165,1
4,166,1
4,167,1
4,168,1
4,169,1
4,170,1
4,171,1
4,172,1
4,173,1
4,174,1
4,175,1
4,176,1
4,177,1
4,178,1
4,179,1
4,180,1
4,181,1
4,182,1
4,183,1
4,184,1
4,185,1
4,186,1
4,187,1
4,188,1
4,189,1
4,190,1
4,191,1
4,192,1
4,193,1
4,194,1
4,195,1
4,196,1
4,197,1
4,198,1
4,199,1
4,200,1
4,201,1
4,201,2
4,201,3
4,201,4
4,201,5
4,201,6
4,201,7
4,201,8
4,201,9
4,201,10
4,201,11
4,201,12
4,201,13
4,201,14
4,201,15
4,201,16
4,201,17
4,201,18
4,201,19
4,201,20
4,201,21
4,201,22
4,201,23
4,201,24
4,201,25
4,201,26
4,201,27
4,201,28
4,202,1
4,203,1
4,204,1
4,205,1
4,206,1
4,207,1
4,208,1
4,209,1
4,210,1
4,211,1
4,212,1
4,213,1
4,214,1
4,215,1
4,216,1
4,217,1
4,218,1
4,219,1
4,220,1
4,221,1
4,222,1
4,223,1
4,224,1
4,225,1
4,226,1
4,227,1
4,228,1
4,229,1
4,230,1
4,231,1
4,232,1
4,233,1
4,234,1
4,235,1
4,236,1
4,237,1
4,238,1
4,239,1
4,240,1
4,241,1
4,242,1
4,243,1
4,244,1
4,245,1
4,246,1
4,247,1
4,248,1
4,249,1
4,250,1
4,251,1
4,252,1
4,253,1
4,254,1
4,255,1
4,256,1
4,257,1
4,258,1
4,259,1
4,260,1
4,261,1
4,262,1
4,263,1
4,264,1
4,265,1
4,266,1
4,267,1
4,268,1
4,269,1
4,270,1
4,271,1
4,272,1
4,273,1
4,274,1
4,275,1
4,276,1
4,277,1
4,278,1
4,279,1
4,280,1
4,281,1
4,282,1
4,283,1
4,284,1
4,285,1
4,286,1
4,287,1
4,288,1
4,289,1
4,290,1
4,291,1
4,292,1
4,293,1
4,294,1
4,295,1
4,296,1
4,297,1
4,298,1
4,299,1
4,300,1
4,301,1
4,302,1
4,303,1
4,304,1
4,305,1
4,306,1
4,307,1
4,308,1
4,309,1
4,310,1
4,311,1
4,312,1
4,313,1
4,314,1
4,315,1
4,316,1
4,317,1
4,318,1
4,319,1
4,320,1
4,321,1
4,322,1
4,323,1
4,324,1
4,325,1
4,326,1
4,327,1
4,328,1
4,329,1
4,330,1
4,331,1
4,332,1
4,333,1
4,334,1
4,335,1
4,336,1
4,337,1
4,338,1
4,339,1
4,340,1
4,341,1
4,342,1
4,343,1
4,344,1
4,345,1
4,346,1
4,347,1
4,348,1
4,349,1
4,350,1
4,351,1
4,351,2
4,351,3
4,351,4
4,352,1
4,353,1
4,354,1
4,355,1
4,356,1
4,357,1
4,358,1
4,359,1
4,360,1
4,361,1
4,362,1
4,363,1
4,364,1
4,365,1
4,366,1
4,367,1
4,368,1
4,369,1
4,370,1
4,371,1
4,372,1
4,373,1
4,374,1
4,375,1
4,376,1
4,377,1
4,378,1
4,379,1
4,380,1
4,381,1
4,382,1
4,383,1
4,384,1
4,385,1
4,386,1
4,386,2
4,386,3
4,386,4
4,387,1
4,388,1
4,389,1
4,390,1
4,391,1
4,392,1
4,393,1
4,394,1
4,395,1
4,396,1
4,397,1
4,398,1
4,399,1
4,400,1
4,401,1
4,402,1
4,403,1
4,404,1
4,405,1
4,406,1
4,407,1
4,408,1
4,409,1
4,410,1
4,411,1
4,412,1
4,412,2
4,412,3
4,413,1
4,413,2
4,413,3
4,414,1
4,415,1
4,416,1
4,417,1
4,418,1
4,419,1
4,420,1
4,421,1
4,421,2
4,422,1
4,422,2
4,423,1
4,423,2
4,424,1
4,425,1
4,426,1
4,427,1
4,428,1
4,429,1
4,430,1
4,431,1
4,432,1
4,433,1
4,434,1
4,435,1
4,436,1
4,437,1
4,438,1
4,439,1
4,440,1
4,441,1
4,442,1
4,443,1
4,444,1
4,445,1
4,446,1
4,447,1
4,448,1
4,449,1
4,450,1
4,451,1
4,452,1
4,453,1
4,454,1
4,455,1
4,456,1
4,457,1
4,458,1
4,459,1
4,460,1
4,461,1
4,462,1
4,463,1
4,464,1
4,465,1
4,466,1
4,467,1
4,468,1
4,469,1
4,470,1
4,471,1
4,472,1
4,473,1
4,474,1
4,475,1
4,476,1
4,477,1
4,478,1
4,479,1
4,479,2
4,479,3
4,479,4
4,479,5
4,479,6
4,480,1
4,481,1
4,482,1
4,483,1
4,484,1
4,485,1
4,486,1
4,487,1
4,487,2
4,488,1
4,489,1
4,490,1
4,491,1
4,492,1
4,492,2
4,493,1
4,493,2
4,493,3
4,493,4
4,493,5
4,493,6
4,493,7
4,493,8
4,493,9
4,493,10
4,493,11
4,493,12
4,493,13
4,493,14
4,493,15
4,493,16
4,493,17
5,1,1
5,2,1
5,3,1
5,4,1
5,5,1
5,6,1
5,7,1
5,8,1
5,9,1
5,10,1
5,11,1
5,12,1
5,13,1
5,14,1
5,15,1
5,16,1
5,17,1
5,18,1
5,19,1
5,20,1
5,21,1
5,22,1
5,23,1
5,24,1
5,25,1
5,26,1
5,27,1
5,28,1
5,29,1
5,30,1
5,31,1
5,32,1
5,33,1
5,34,1
5,35,1
5,36,1
5,37,1
5,38,1
5,39,1
5,40,1
5,41,1
5,42,1
5,43,1
5,44,1
5,45,1
5,46,1
5,47,1
5,48,1
5,49,1
5,50,1
5,51,1
5,52,1
5,53,1
5,54,1
5,55,1
5,56,1
5,57,1
5,58,1
5,59,1
5,60,1
5,61,1
5,62,1
5,63,1
5,64,1
5,65,1
5,66,1
5,67,1
5,68,1
5,69,1
5,70,1
5,71,1
5,72,1
5,73,1
5,74,1
5,75,1
5,76,1
5,77,1
5,78,1
5,79,1
5,80,1
5,81,1
5,82,1
5,83,1
5,84,1
5,85,1
5,86,1
5,87,1
5,88,1
5,89,1
5,90,1
5,91,1
5,92,1
5,93,1
5,94,1
5,95,1
5,96,1
5,97,1
5,98,1
5,99,1
5,100,1
5,101,1
5,102,1
5,103,1
5,104,1
5,105,1
5,106,1
5,107,1
5,108,1
5,109,1
5,110,1
5,111,1
5,112,1
5,113,1
5,114,1
5,115,1
5,116,1
5,117,1
5,118,1
5,119,1
5,120,1
5,121,1
5,122,1
5,123,1
5,124,1
5,125,1
5,126,1
5,127,1
5,128,1
5,129,1
5,130,1
5,131,1
5,132,1
5,133,1
5,134,1
5,135,1
5,136,1
5,137,1
5,138,1
5,139,1
5,140,1
5,141,1
5,142,1
5,143,1
5,144,1
5,145,1
5,146,1
5,147,1
5,148,1
5,149,1
5,150,1
5,151,1
5,152,1
5,153,1
5,154,1
5,155,1
5,156,1
5,157,1
5,158,1
5,159,1
5,160,1
5,161,1
5,162,1
5,163,1
5,164,1
5,165,1
5,166,1
5,167,1
5,168,1
5,169,1
5,170,1
5,171,1
5,172,1
5,173,1
5,174,1
5,175,1
5,176,1
5,177,1
5,178,1
5,179,1
5,180,1
5,181,1
5,182,1
5,183,1
5,184,1
5,185,1
5,186,1
5,187,1
5,188,1
5,189,1
5,190,1
5,191,1
5,192,1
5,193,1
5,194,1
5,195,1
5,196,1
5,197,1
5,198,1
5,199,1
5,200,1
5,201,1
5,201,2
5,201,3
5,201,4
5,201,5
5,201,6
5,201,7
5,201,8
5,201,9
5,201,10
5,201,11
5,201,12
5,201,13
5,201,14
5,201,15
5,201,16
5,201,17
5,201,18
5,201,19
5,201,20
5,201,21
5,201,22
5,201,23
5,201,24
5,201,25
5,201,26
5,201,27
5,201,28
5,202,1
5,203,1
5,204,1
5,205,1
5,206,1
5,207,1
5,208,1
5,209,1
5,210,1
5,211,1
5,212,1
5,213,1
5,214,1
5,215,1
5,216,1
5,217,1
5,218,1
5,219,1
5,220,1
5,221,1
5,222,1
5,223,1
5,224,1
5,225,1
5,226,1
5,227,1
5,228,1
5,229,1
5,230,1
5,231,1
5,232,1
5,233,1
5,234,1
5,235,1
5,236,1
5,237,1
5,238,1
5,239,1
5,240,1
5,241,1
5,242,1
5,243,1
5,244,1
5,245,1
5,246,1
5,247,1
5,248,1
5,249,1
5,250,1
5,251,1
5,252,1
5,253,1
5,254,1
5,255,1
5,256,1
5,257,1
5,258,1
5,259,1
5,260,1
5,261,1
5,262,1
5,263,1
5,264,1
5,265,1
5,266,1
5,267,1
5,268,1
5,269,1
5,270,1
5,271,1
5,272,1
5,273,1
5,274,1
5,275,1
5,276,1
5,277,1
5,278,1
5,279,1
5,280,1
5,281,1
5,282,1
5,283,1
5,284,1
5,285,1
5,286,1
5,287,1
5,288,1
5,289,1
5,290,1
5,291,1
5,292,1
5,293,1
5,294,1
5,295,1
5,296,1
5,297,1
5,298,1
5,299,1
5,300,1
5,301,1
5,302,1
5,303,1
5,304,1
5,305,1
5,306,1
5,307,1
5,308,1
5,309,1
5,310,1
5,311,1
5,312,1
5,313,1
5,314,1
5,315,1
5,316,1
5,317,1
5,318,1
5,319,1
5,320,1
5,321,1
5,322,1
5,323,1
5,324,1
5,325,1
5,326,1
5,327,1
5,328,1
5,329,1
5,330,1
5,331,1
5,332,1
5,333,1
5,334,1
5,335,1
5,336,1
5,337,1
5,338,1
5,339,1
5,340,1
5,341,1
5,342,1
5,343,1
5,344,1
5,345,1
5,346,1
5,347,1
5,348,1
5,349,1
5,350,1
5,351,1
5,351,2
5,351,3
5,351,4
5,352,1
5,353,1
5,354,1
5,355,1
5,356,1
5,357,1
5,358,1
5,359,1
5,360,1
5,361,1
5,362,1
5,363,1
5,364,1
5,365,1
5,366,1
5,367,1
5,368,1
5,369,1
5,370,1
5,371,1
5,372,1
5,373,1
5,374,1
5,375,1
5,376,1
5,377,1
5,378,1
5,379,1
5,380,1
5,381,1
5,382,1
5,383,1
5,384,1
5,385,1
5,386,1
5,386,2
5,386,3
5,386,4
5,387,1
5,388,1
5,389,1
5,390,1
5,391,1
5,392,1
5,393,1
5,394,1
5,395,1
5,396,1
5,397,1
5,398,1
5,399,1
5,400,1
5,401,1
5,402,1
5,403,1
5,404,1
5,405,1
5,406,1
5,407,1
5,408,1
5,409,1
5,410,1
5,411,1
5,412,1
5,412,2
5,412,3
5,413,1
5,413,2
5,413,3
5,414,1
5,415,1
5,416,1
5,417,1
5,418,1
5,419,1
5,420,1
5,421,1
5,421,2
5,422,1
5,422,2
5,423,1
5,423,2
5,424,1
5,425,1
5,426,1
5,427,1
5,428,1
5,429,1
5,430,1
5,431,1
5,432,1
5,433,1
5,434,1
5,435,1
5,436,1
5,437,1
5,438,1
5,439,1
5,440,1
5,441,1
5,442,1
5,443,1
5,444,1
5,445,1
5,446,1
5,447,1
5,448,1
5,449,1
5,450,1
5,451,1
5,452,1
5,453,1
5,454,1
5,455,1
5,456,1
5,457,1
5,458,1
5,459,1
5,460,1
5,461,1
5,462,1
5,463,1
5,464,1
5,465,1
5,466,1
5,467,1
5,468,1
5,469,1
5,470,1
5,471,1
5,472,1
5,473,1
5,474,1
5,475,1
5,476,1
5,477,1
5,478,1
5,479,1
5,479,2
5,479,3
5,479,4
5,479,5
5,479,6
5,480,1
5,481,1
5,482,1
5,483,1
5,484,1
5,485,1
5,486,1
5,487,1
5,487,2
5,488,1
5,489,1
5,490,1
5,491,1
5,492,1
5,492,2
5,493,1
5,493,2
5,493,3
5,493,4
5,493,5
5,493,6
5,493,7
5,493,8
5,493,9
5,493,10
5,493,11
5,493,12
5,493,13
5,493,14
5,493,15
5,493,16
5,493,17
5,494,1
5,495,1
5,496,1
5,497,1
5,498,1
5,499,1
5,500,1
5,501,1
5,502,1
5,503,1
5,504,1
5,505,1
5,506,1
5,507,1
5,508,1
5,509,1
5,510,1
5,511,1
5,512,1
5,513,1
5,514,1
5,515,1
5,516,1
5,517,1
5,518,1
5,519,1
5,520,1
5,521,1
5,522,1
5,523,1
5,524,1
5,525,1
5,526,1
5,527,1
5,528,1
5,529,1
5,530,1
5,531,1
5,532,1
5,533,1
5,534,1
5,535,1
5,536,1
5,537,1
5,538,1
5,539,1
5,540,1
5,541,1
5,542,1
5,543,1
5,544,1
5,545,1
5,546,1
5,547,1
5,548,1
5,549,1
5,550,1
5,550,2
5,551,1
5,552,1
5,553,1
5,554,1
5,555,1
5,555,2
5,556,1
5,557,1
5,558,1
5,559,1
5,560,1
5,561,1
5,562,1
5,563,1
5,564,1
5,565,1
5,566,1
5,567,1
5,568,1
5,569,1
5,570,1
5,571,1
5,572,1
5,573,1
5,574,1
5,575,1
5,576,1
5,577,1
5,578,1
5,579,1
5,580,1
5,581,1
5,582,1
5,583,1
5,584,1
5,585,1
5,585,2
5,585,3
5,585,4
5,586,1
5,586,2
5,586,3
5,586,4
5,587,1
5,588,1
5,589,1
5,590,1
5,591,1
5,592,1
5,593,1
5,594,1
5,595,1
5,596,1
5,597,1
5,598,1
5,599,1
5,600,1
5,601,1
5,602,1
5,603,1
5,604,1
5,605,1
5,606,1
5,607,1
5,608,1
5,609,1
5,610,1
5,611,1
5,612,1
5,613,1
5,614,1
5,615,1
5,616,1
5,617,1
5,618,1
5,619,1
5,620,1
5,621,1
5,622,1
5,623,1
5,624,1
5,625,1
5,626,1
5,627,1
5,628,1
5,629,1
5,630,1
5,631,1
5,632,1
5,633,1
5,634,1
5,635,1
5,636,1
5,637,1
5,638,1
5,639,1
5,640,1
5,641,1
5,641,2
5,642,1
5,642,2
5,643,1
5,644,1
5,645,1
5,645,2
5,646,1
5,646,2
5,646,3
5,647,1
5,647,2
5,648,1
5,648,2
5,649,1
5,649,2
5,649,3
5,649,4
5,649,5
6,1,1
6,2,1
6,3,1
6,3,2
6,4,1
6,5,1
6,6,1
6,6,2
6,6,3
6,7,1
6,8,1
6,9,1
6,9,2
6,10,1
6,11,1
6,12,1
6,13,1
6,14,1
6,15,1
6,15,2
6,16,1
6,17,1
6,18,1
6,18,2
6,19,1
6,20,1
6,21,1
6,22,1
6,23,1
6,24,1
6,25,1
6,25,2
6,25,3
6,25,4
6,25,5
6,25,6
6,25,7
6,26,1
6,27,1
6,28,1
6,29,1
6,30,1
6,31,1
6,32,1
6,33,1
6,34,1
6,35,1
6,36,1
6,37,1
6,38,1
6,39,1
6,40,1
6,41,1
6,42,1
6,43,1
6,44,1
6,45,1
6,46,1
6,47,1
6,48,1
6,49,1
6,50,1
6,51,1
6,52,1
6,53,1
6,54,1
6,55,1
6,56,1
6,57,1
6,58,1
6,59,1
6,60,1
6,61,1
6,62,1
6,63,1
6,64,1
6,65,1
6,65,2
6,66,1
6,67,1
6,68,1
6,69,1
6,70,1
6,71,1
6,72,1
6,73,1
6,74,1
6,75,1
6,76,1
6,77,1
6,78,1
6,79,1
6,80,1
6,80,2
6,81,1
6,82,1
6,83,1
6,84,1
6,85,1
6,86,1
6,87,1
6,88,1
6,89,1
6,90,1
6,91,1
6,92,1
6,93,1
6,94,1
6,94,2
6,95,1
6,96,1
6,97,1
6,98,1
6,99,1
6,100,1
6,101,1
6,102,1
6,103,1
6,104,1
6,105,1
6,106,1
6,107,1
6,108,1
6,109,1
6,110,1
6,111,1
6,112,1
6,113,1
6,114,1
6,115,1
6,115,2
6,116,1
6,117,1
6,118,1
6,119,1
6,120,1
6,121,1
6,122,1
6,123,1
6,124,1
6,125,1
6,126,1
6,127,1
6,127,2
6,128,1
6,129,1
6,130,1
6,130,2
6,131,1
6,132,1
6,133,1
6,134,1
6,135,1
6,136,1
6,137,1
6,138,1
6,139,1
6,140,1
6,141,1
6,142,1
6,142,2
6,143,1
6,144,1
6,145,1
6,146,1
6,147,1
6,148,1
6,149,1
6,150,1
6,150,2
6,150,3
6,151,1
6,152,1
6,153,1
6,154,1
6,155,1
6,156,1
6,157,1
6,158,1
6,159,1
6,160,1
6,161,1
6,162,1
6,163,1
6,164,1
6,165,1
6,166,1
6,167,1
6,168,1
6,169,1
6,170,1
6,171,1
6,172,1
6,173,1
6,174,1
